,transaction_id,user_id,client_id,size,product_id,date,size_1_id,size_2_id,size_3_id,confidence_1,confidence_2,confidence_3,is_outlier,prediction_model,height,weight,waist,age,bra_band,bra_cup,user_action
1358,607456364,097a7e80-3519-11ec-9f70-0bd292288024,spacesuit & co.,L,2305,2021-10-25,L,XL,M,0.27,0.44,0.48,False,space_suit,6’ 0”,205.0,38.0,47.0,,,close_application
1359,195017425,24f4f450-4eab-11ec-93ce-718650cc1fd4,spacesuit & co.,XL,5125,2021-11-26,,,,,,,True,space_gloves,170.18,70.0,37.0,48.0,,,close_application
1360,236793573,5dd77c90-35c7-11ec-8a50-ef1621064158,spacesuit & co.,L,2941,2021-10-25,M,S,L,0.32,0.34,0.55,False,space_suit,6’ 6”,168.0,36.0,27.0,,,close_application
1361,156918887,213c6c10-55f1-11ec-b150-b982e3b6be08,spacesuit & co.,L,8971,2021-12-05,M,L,S,0.12,0.36,0.42,False,space_gloves,180,86.0,34.0,33.0,,,close_application
1362,793897106,f9d2cc90-543e-11ec-ae8f-9b07aa797008,spacesuit & co.,S,6726,2021-12-03,XS,S,2XS,0.1,0.36,0.47,False,space_suit,164,50.0,,50.0,75.0,B,close_application
1363,396820116,40938610-5156-11ec-97e0-0b691fe775eb,spacesuit & co.,L,4466,2021-11-29,L,M,XL,0.17,0.29,0.62,False,space_socks,175,70.0,,50.0,95.0,C,close_application
1364,890729984,5d928930-5946-11ec-96f5-7bdc63c6d3c6,spacesuit & co.,M,1273,2021-12-09,,,,,,,True,space_underwear,,69.0,30.0,39.0,,,close_application
1365,980681174,869327f0-560c-11ec-a1dc-2ff351d4a042,spacesuit & co.,XS,5928,2021-12-05,XS,2XS,S,0.14,0.22,0.49,False,space_suit,5’ 1”,98.0,,18.0,30.0,A,close_application
1366,412714880,d99153d0-5aa0-11ec-8d41-1ff982572a9a,spacesuit & co.,M,7787,2021-12-11,M,L,S,0.35,0.47,0.53,False,space_suit,5’ 4”,141.0,,53.0,34.0,E,close_application
1367,913882467,884b5c70-4a1d-11ec-a7d5-37069d7f161e,spacesuit & co.,L,6839,2021-11-20,XS,S,2XS,0.35,0.46,0.62,False,space_suit,6’ 3”,150.0,34.0,18.0,,,close_application
1368,519202889,2d2c83e0-3731-11ec-a9a2-bb2a31279234,spacesuit & co.,XS,6726,2021-10-31,2XS,XS,S,0.2,0.39,0.81,False,space_suit,5’ 2”,88.0,,20.0,34.0,A,close_application
1369,895443476,cdd20e10-58f5-11ec-b436-1760326d7156,spacesuit & co.,S,1384,2021-12-09,XS,2XS,S,0.15,0.2,0.47,False,space_gloves,170,64.0,28.0,16.0,,,got_recommendation
1370,935298771,beb3a7c0-51b8-11ec-9617-fdb4a590a3f6,spacesuit & co.,L,8302,2021-12-01,2XS,XS,S,0.18,0.27,0.7,False,space_gloves,164,56.0,29.0,17.0,,,close_application
1371,293630960,a90bb990-2287-11ec-923b-e39be81e75db,spacesuit & co.,XL,6104,2021-10-01,,,,,,,True,space_suit,6’ 3”,253.0,40.0,18.0,,,close_application
1372,401290055,a24e18b0-51cf-11ec-bd1b-2bceead1a871,spacesuit & co.,XS,4838,2021-11-30,XS,2XS,S,0.1,0.39,0.44,False,space_suit,162,50.0,,21.0,75.0,B,close_application
1373,917312836,360001c0-5a01-11ec-adef-15cee243c617,spacesuit & co.,XS,1273,2021-12-10,2XS,XS,S,0.07,0.3,0.63,False,space_underwear,170,57.0,30.0,18.0,,,got_recommendation
1374,371442722,94fed2b0-340d-11ec-8737-d316789ecffd,spacesuit & co.,M,9524,2021-10-23,S,M,XS,0.15,0.17,0.47,False,space_helmet,5’ 7”,135.0,,40.0,34.0,B,close_application
1375,791106413,3dd77b10-58f0-11ec-bf7e-cb752496f900,spacesuit & co.,S,8145,2021-12-09,S,M,XS,0.07,0.41,0.45,False,space_suit,170.18,58.0,,48.0,70.0,C,got_recommendation
1376,539023228,b1381700-2613-11ec-ba8a-5dc6670e2f31,spacesuit & co.,M,5463,2021-10-05,S,XS,M,0.25,0.28,0.38,False,space_suit,184,68.0,32.0,40.0,,,got_recommendation
1377,870633358,ae887ec0-68ab-11ec-a499-13a06b552b12,spacesuit & co.,L,3037,2021-12-29,L,M,XL,0.19,0.46,0.52,False,space_suit,160,67.0,,30.0,75.0,D,got_recommendation
1378,863204212,09b701f0-6653-11ec-b36b-f3f773078d71,spacesuit & co.,XL,6839,2021-12-26,L,XL,M,0.21,0.25,0.62,False,space_suit,177,104.0,34.0,49.0,,,close_application
1379,568359180,1a2f3ad0-3cdb-11ec-ac7c-6f78ed0d653e,spacesuit & co.,S,2766,2021-11-03,S,M,XS,0.15,0.29,0.49,False,space_suit,5’ 2”,120.0,,31.0,34.0,B,close_application
1380,310307959,36521a00-4b06-11ec-8a48-e5f89aca742a,spacesuit & co.,M,6924,2021-11-21,S,M,XS,0.3,0.37,0.66,False,space_suit,172,57.0,,31.0,80.0,C,close_application
1381,655274960,26415920-3e52-11ec-a6b8-036a72e2172b,spacesuit & co.,XS,4466,2021-11-05,S,XS,M,0.09,0.23,0.41,False,space_socks,5’ 6”,126.0,,30.0,30.0,A,got_recommendation
1382,100861845,bc938cd0-4fc9-11ec-ac71-7557bc60c3c2,spacesuit & co.,XL,4407,2021-11-27,XL,L,2XL,0.28,0.51,0.75,False,space_gloves,5’ 5”,182.0,,53.0,36.0,C,got_recommendation
1383,103013957,00387930-4874-11ec-a8a8-21b93a9487ca,spacesuit & co.,M,4838,2021-11-18,S,M,XS,0.1,0.36,0.47,False,space_suit,172,60.0,,21.0,80.0,B,close_application
1384,931060175,afd12420-539e-11ec-a9eb-fb480c250d2d,spacesuit & co.,S,6910,2021-12-02,S,XS,M,0.1,0.27,0.36,False,space_suit,5’ 7”,126.0,,20.0,36.0,B,got_recommendation
1385,368263427,0271f580-2c88-11ec-84a9-e703c6a25cb4,spacesuit & co.,S,7888,2021-10-14,2XL,XL,L,1.53,1.81,2.1,False,space_suit,5’ 7”,265.0,,27.0,34.0,C,close_application
1386,494248856,cb0466e0-5028-11ec-a8cf-0931bb924bd9,spacesuit & co.,M,6067,2021-11-28,L,M,XL,0.29,0.34,0.84,False,space_suit,158,60.0,,39.0,85.0,B,close_application
1387,840111213,44461c80-1b4d-11ec-b30a-8b4439369ae5,spacesuit & co.,M,6484,2021-09-22,XS,S,2XS,0.21,0.25,0.52,False,space_suit,6’ 0”,155.0,30.0,35.0,,,close_application
1388,716820770,13addc70-673d-11ec-a3d1-3fb254a35cc6,spacesuit & co.,S,4466,2021-12-27,XS,2XS,S,0.09,0.32,0.33,False,space_socks,167.64000000000001,50.0,,30.0,65.0,C,close_application
1389,369311986,7fb3c9e0-56d3-11ec-b000-8bdc9d6c07cf,spacesuit & co.,XS,6951,2021-12-06,XS,2XS,S,0.25,0.45,0.55,False,space_gloves,155,50.0,,20.0,65.0,B,close_application
1390,800843666,df1e4590-2505-11ec-ae66-cdf1bea5e635,spacesuit & co.,XS,6726,2021-10-04,XS,S,2XS,0.02,0.39,0.44,False,space_suit,5’ 5”,112.0,,23.0,32.0,B,got_recommendation
1391,609545957,992537f0-3b6d-11ec-9274-57eed4b668e4,spacesuit & co.,S,3893,2021-11-01,S,M,XS,0.31,0.34,0.53,False,space_underwear,5’ 2”,130.0,,23.0,32.0,C,close_application
1392,967529602,5d727fd0-3530-11ec-a3ae-091966a4528d,spacesuit & co.,XL,1417,2021-10-25,2XL,XL,3XL,0.18,0.48,0.85,False,space_gloves,6’ 1”,250.0,36.0,42.0,,,close_application
1393,530224604,80764f70-4ee4-11ec-a241-fd3682431464,spacesuit & co.,S,9082,2021-11-26,XS,S,2XS,0.18,0.18,0.53,False,space_underwear,173,70.0,31.0,13.0,,,close_application
1394,301184593,abcba830-36a4-11ec-bb19-051f4452c429,spacesuit & co.,S,1273,2021-10-26,XS,S,2XS,0.15,0.32,0.43,False,space_underwear,183,69.0,30.0,24.0,,,close_application
1395,134759218,3a262140-307f-11ec-87c3-171ba1b338da,spacesuit & co.,M,3037,2021-10-19,M,L,S,0.23,0.44,0.5,False,space_suit,5’ 8”,140.0,,27.0,32.0,D,close_application
1396,311464785,317e83a0-4fc1-11ec-9a85-e59b9de6b02a,spacesuit & co.,S,5652,2021-11-27,XS,S,2XS,0.14,0.18,0.46,False,space_gloves,175,67.0,30.0,40.0,,,close_application
1397,267488326,ce61de00-5760-11ec-845f-c13d2abb8ac3,spacesuit & co.,M,7787,2021-12-14,M,L,S,0.12,0.37,0.4,False,space_suit,170.18,69.0,,25.0,70.0,C,got_recommendation
1398,982479441,8eb22650-53a2-11ec-8932-7d6129695d5b,spacesuit & co.,XL,6283,2021-12-02,XL,L,2XL,0.34,0.45,0.78,False,space_gloves,175,105.0,38.0,48.0,,,got_recommendation
1399,344681214,64db39f0-4ec7-11ec-93d0-651016baa341,spacesuit & co.,M,8681,2021-11-26,S,M,XS,0.11,0.27,0.36,False,space_underwear,5’ 7”,130.0,,20.0,36.0,D,got_recommendation
1400,318466344,cfc56d40-6564-11ec-a317-69a9ec1c017f,spacesuit & co.,M,7519,2021-12-25,S,M,XS,0.09,0.25,0.39,False,space_suit,180,75.0,32.0,29.0,,,close_application
1401,750230314,59359c50-4f01-11ec-89ca-21a896a851cd,spacesuit & co.,S,6067,2021-11-26,S,XS,M,0.22,0.23,0.54,False,space_suit,163,50.0,,33.0,75.0,B,close_application
1402,401093641,aa64a0e0-6314-11ec-9531-1d15a9b3fcb3,spacesuit & co.,XL,8302,2021-12-22,L,M,XL,0.14,0.26,0.7,False,space_gloves,180,90.0,34.0,62.0,,,got_recommendation
1403,534532062,867fd140-3a24-11ec-bd4b-b594d4c4ce8e,spacesuit & co.,S,5420,2021-10-31,S,XS,M,0.18,0.21,0.48,False,space_gloves,178,68.0,32.0,19.0,,,close_application
1404,710093765,64d30b80-626e-11ec-a6e3-31db9bc2b79c,spacesuit & co.,M,6656,2021-12-21,M,L,S,0.2,0.42,0.56,False,space_suit,179,72.0,31.0,33.0,,,close_application
1405,123618151,370642d0-4dfb-11ec-8b32-1dcbf88344e7,spacesuit & co.,L,1417,2021-11-25,XL,L,2XL,0.17,0.45,0.72,False,space_gloves,5’ 8”,200.0,34.0,35.0,,,close_application
1406,311246378,81a68c10-62ae-11ec-9589-777bbd00c594,spacesuit & co.,XL,5463,2021-12-21,L,XL,M,0.34,0.37,0.63,False,space_suit,180,100.0,38.0,34.0,,,close_application
1407,350643511,92582dc0-23e8-11ec-b8aa-a9bb3c4ead7c,spacesuit & co.,L,1520,2021-10-03,L,M,XL,0.28,0.33,0.73,False,space_suit,5’ 6”,160.0,,18.0,34.0,F,close_application
1408,605170987,9e1045d0-277b-11ec-9ae9-013283d73841,spacesuit & co.,S,8115,2021-10-07,M,L,S,0.14,0.4,0.45,False,space_suit,5’ 6”,140.0,,25.0,32.0,A,close_application
1409,343926943,31bca070-5748-11ec-b744-99f4355b3f51,spacesuit & co.,S,8705,2021-12-07,S,XS,M,0.21,0.38,0.41,False,space_suit,5’ 3”,123.0,,43.0,30.0,AA,close_application
1410,704728768,c74c6950-26e6-11ec-84c1-3374e414d7cf,spacesuit & co.,M,6312,2021-10-19,L,XL,M,0.18,0.36,0.71,False,space_suit,5’ 10”,208.0,35.0,39.0,,,close_application
1411,487135198,77788b70-3613-11ec-a7d7-89fc44a4511c,spacesuit & co.,S,1273,2021-10-26,M,L,S,0.55,0.56,0.78,False,space_underwear,173,85.0,40.0,21.0,,,close_application
1412,767243711,32ca5e50-50a2-11ec-af7e-532cb8a6e4bd,spacesuit & co.,XL,9565,2021-11-28,L,XL,M,0.44,0.46,0.73,False,space_suit,175.26,100.0,38.0,40.0,,,close_application
1413,625456695,5e392350-53bd-11ec-ad2e-f5174e2a39ee,spacesuit & co.,L,1384,2021-12-02,M,L,S,0.19,0.27,0.51,False,space_suit,180,89.0,34.0,51.0,,,close_application
1414,836321520,132ce3d0-20f8-11ec-bbda-592631947a6a,spacesuit & co.,S,3893,2021-09-29,M,S,L,0.29,0.45,0.68,False,space_underwear,5’ 2”,135.0,,24.0,34.0,C,close_application
1415,950243813,33b38f80-36bc-11ec-b529-4bf5fdec1587,spacesuit & co.,M,6312,2021-10-27,S,M,XS,0.26,0.27,0.52,False,space_suit,5’ 8”,150.0,32.0,47.0,,,close_application
1416,548185096,e4244080-4f03-11ec-b532-8b8547f6d1b5,spacesuit & co.,XS,8145,2021-11-26,XS,S,2XS,0.17,0.38,0.5,False,space_suit,162,53.0,,33.0,75.0,B,close_application
1417,132075069,46f0e740-1af7-11ec-b121-cd038e1230c5,spacesuit & co.,L,8145,2021-09-21,M,L,S,0.31,0.36,0.54,False,space_suit,5’ 7”,145.0,,48.0,44.0,D,close_application
1418,306692108,68c6f330-5e56-11ec-a7b9-8f8682dc25c5,spacesuit & co.,L,6839,2021-12-16,M,L,S,0.26,0.29,0.56,False,space_suit,6’ 2”,198.0,34.0,63.0,,,close_application
1419,312930937,5b72d5c0-6052-11ec-9ad1-b516acb0df5a,spacesuit & co.,M,7519,2021-12-19,M,S,L,0.18,0.31,0.51,False,space_suit,187,85.0,33.0,28.0,,,close_application
1420,877622553,55a554f0-2615-11ec-9501-d78a30ed726a,spacesuit & co.,M,6104,2021-10-05,L,M,XL,0.11,0.3,0.44,False,space_suit,6’ 0”,210.0,34.0,38.0,,,close_application
1421,922046154,909334e0-1fb9-11ec-9ba2-a18dcbd796be,spacesuit & co.,M,8115,2021-09-27,L,XL,M,0.27,0.31,0.63,False,space_suit,5’ 5”,158.0,,32.0,34.0,D,close_application
1422,100015574,01af7ec0-584c-11ec-bcad-f3ee2de6f901,spacesuit & co.,S,5455,2021-12-13,S,XS,M,0.12,0.33,0.33,False,space_suit,5’ 9”,126.0,,51.0,34.0,C,close_application
1423,444974169,1a4b2820-67d9-11ec-b030-95402c1cd7f3,spacesuit & co.,L,2591,2021-12-28,L,M,XL,0.16,0.44,0.46,False,space_gloves,6’ 3”,209.0,35.0,40.0,,,got_recommendation
1424,480773701,8e84b6e0-5d28-11ec-a472-9b7e0531c9c2,spacesuit & co.,M,1273,2021-12-14,XS,2XS,S,0.19,0.29,0.41,False,space_underwear,5’ 10”,140.0,30.0,16.0,,,close_application
1425,379731610,8bf66020-5820-11ec-a2a3-5d11d1a9eef5,spacesuit & co.,M,8145,2021-12-08,S,M,XS,0.09,0.35,0.51,False,space_suit,172,60.0,,32.0,75.0,B,close_application
1426,288317941,cc503d70-5ef2-11ec-a360-9177fa138dc9,spacesuit & co.,XL,4466,2021-12-17,XL,2XL,L,0.38,0.6,0.66,False,space_socks,164,86.0,,51.0,95.0,D,close_application
1427,218004437,6914bfc0-5ff0-11ec-ac9c-f9a66b9dfbc3,spacesuit & co.,L,6239,2021-12-18,L,XL,M,0.14,0.38,0.49,False,space_underwear,179,70.0,,47.0,90.0,D,close_application
1428,975591251,b9c14630-581d-11ec-9e18-29cdf55478b9,spacesuit & co.,L,2305,2021-12-08,M,S,L,0.32,0.47,0.53,False,space_suit,167,79.0,34.0,37.0,,,got_recommendation
1429,383035484,dd8f5650-5517-11ec-8ac7-cfd4903ce374,spacesuit & co.,M,1273,2021-12-04,S,XS,M,0.17,0.2,0.46,False,space_underwear,5’ 10”,150.0,32.0,21.0,,,close_application
1430,304293223,eee2b150-6173-11ec-b340-a9f9b3a487ac,spacesuit & co.,2XS,3472,2021-12-20,2XS,XS,S,0.25,0.35,0.67,False,space_suit,5’ 1”,100.0,,28.0,32.0,A,close_application
1431,280755983,3bf6c180-33bf-11ec-80d9-4d2999e86407,spacesuit & co.,XL,6448,2021-10-23,L,M,XL,0.31,0.49,0.68,False,space_suit,6’ 0”,173.0,34.0,22.0,,,close_application
1432,485368445,aeb49440-5c28-11ec-978a-c35ac0f649ce,spacesuit & co.,XS,9524,2021-12-13,XS,S,2XS,0.21,0.4,0.41,False,space_helmet,158,49.0,,31.0,80.0,C,got_recommendation
1433,643965200,da4c0e50-2cab-11ec-862a-c5eb603c7a86,spacesuit & co.,L,5652,2021-10-14,L,M,XL,0.34,0.4,0.78,False,space_gloves,5’ 7”,190.0,34.0,41.0,,,close_application
1434,268892365,900999d0-4edd-11ec-bd03-cf956491876a,spacesuit & co.,L,3986,2021-11-26,L,M,XL,0.42,0.43,0.89,False,space_underwear,164,86.0,33.0,26.0,,,close_application
1435,825612980,52692080-6280-11ec-89e1-9138db0d5682,spacesuit & co.,XL,8971,2021-12-21,XL,2XL,L,0.44,0.53,0.67,False,space_gloves,180,110.0,42.0,33.0,,,got_recommendation
1436,825612980,52692080-6280-11ec-89e1-9138db0d5682,spacesuit & co.,XL,8308,2021-12-21,XL,2XL,L,0.44,0.53,0.66,False,space_gloves,180,110.0,42.0,33.0,,,close_application
1437,769815207,51301b70-41eb-11ec-8850-e351e29c63ff,spacesuit & co.,L,1273,2021-11-10,M,S,L,0.16,0.4,0.43,False,space_underwear,188,85.0,34.0,50.0,,,close_application
1438,632548467,cba8dfa0-383f-11ec-a82f-8fba6ab1f83f,spacesuit & co.,S,2905,2021-10-28,M,S,L,0.33,0.52,0.62,False,space_suit,5’ 2”,137.0,,28.0,34.0,C,close_application
1439,413784228,34aa11a0-4bfe-11ec-978d-03354cccfcb9,spacesuit & co.,L,5463,2021-11-23,L,M,XL,0.55,0.7,0.8,False,space_suit,160,88.0,34.0,40.0,,,got_recommendation
1440,141911991,b1ccb890-2002-11ec-877e-23b67c600119,spacesuit & co.,XS,5652,2021-09-28,XS,2XS,S,0.13,0.19,0.45,False,space_gloves,5’ 8”,135.0,29.0,42.0,,,close_application
1441,651673949,f8f8cbd0-b312-11eb-85ec-af8773848e66,spacesuit & co.,L,8616,2021-05-16,M,L,S,0.57,0.61,0.93,False,space_suit,6’ 5”,180.0,32.0,18.0,,,close_application
1442,282045646,a7a921c0-5039-11ec-ac90-b5f083fd710e,spacesuit & co.,L,3792,2021-12-02,L,XL,M,0.15,0.36,0.56,False,space_gloves,177.8,86.0,34.0,25.0,,,close_application
1443,964737580,efdad730-2d21-11ec-9f50-95973d34d09a,spacesuit & co.,S,6222,2021-10-14,S,M,XS,0.44,0.55,0.71,False,space_suit,183,65.0,32.0,20.0,,,got_recommendation
1444,607161417,59131280-b1f8-11eb-bc34-730229a8f970,spacesuit & co.,M,6656,2021-05-11,M,S,L,0.16,0.31,0.41,False,space_suit,169,67.5,28.0,54.0,,,got_recommendation
1445,262737434,53d105b0-3561-11ec-8642-6f95400f185a,spacesuit & co.,S,5652,2021-10-25,2XS,XS,S,0.3,0.52,0.75,False,space_gloves,180,50.0,30.0,18.0,,,close_application
1446,900749493,fc481ba0-1a51-11ec-bee0-971863a75eea,spacesuit & co.,M,7490,2021-09-20,M,S,L,0.22,0.24,0.5,False,space_suit,185,80.0,33.0,46.0,,,close_application
1447,341015501,302b2d80-5383-11ec-81c3-47c0481be4ed,spacesuit & co.,S,8145,2021-12-02,S,M,XS,0.21,0.36,0.53,False,space_suit,165,59.0,,33.0,75.0,D,close_application
1448,243151265,aa5b88a0-59de-11ec-818f-c739ee32d081,spacesuit & co.,L,8415,2021-12-10,L,XL,M,0.3,0.34,0.6,False,space_socks,5’ 6”,168.0,,52.0,36.0,D,close_application
1449,451234815,4797acb0-20d8-11ec-850a-b30e1480d018,spacesuit & co.,2XS,6839,2021-09-29,2XS,XS,S,0.29,0.6,0.91,False,space_suit,165,48.0,26.0,30.0,,,close_application
1450,484004715,69d111f0-2b9a-11ec-b7f5-abe313f0879a,spacesuit & co.,M,6726,2021-10-12,S,M,XS,0.16,0.31,0.52,False,space_suit,5’ 8”,130.0,,24.0,36.0,C,close_application
1451,555920062,8d3d46f0-5ab0-11ec-9a6f-2bff9f944516,spacesuit & co.,3XL,2316,2021-12-11,XL,L,2XL,0.18,0.38,0.86,False,space_gloves,170,83.0,,25.0,80.0,C,close_application
1452,367202303,6aa8fc00-23f2-11ec-840f-93e2b3860357,spacesuit & co.,XL,6839,2021-10-03,XL,2XL,L,0.13,0.44,0.53,False,space_suit,6’ 2”,260.0,38.0,23.0,,,close_application
1453,842200043,85549540-35d2-11ec-9317-cbd76fdd6f58,spacesuit & co.,S,7888,2021-10-25,S,XS,M,0.26,0.54,0.61,False,space_suit,5’ 2”,121.0,,29.0,34.0,C,close_application
1454,721601253,632eea60-37da-11ec-b5c5-853b4d40f890,spacesuit & co.,M,3740,2021-10-28,M,L,S,0.29,0.42,0.5,False,space_suit,5’ 3”,140.0,,73.0,34.0,B,close_application
1455,813378432,08a05a20-3474-11ec-a758-2dedc4759b1e,spacesuit & co.,M,8616,2021-10-24,M,S,L,0.29,0.35,0.52,False,space_suit,176,66.0,32.0,40.0,,,close_application
1456,266035531,536b3c80-5dc5-11ec-bba5-57358f59179e,spacesuit & co.,S,1437,2021-12-15,M,S,L,0.22,0.23,0.67,False,space_suit,172.72,73.0,32.0,41.0,,,close_application
1457,885351369,31d647b0-4b7b-11ec-bc29-7bbf4d383abc,spacesuit & co.,XS,9510,2021-11-22,XS,S,2XS,0.23,0.24,0.63,False,space_gloves,165,52.0,,43.0,75.0,C,close_application
1458,968740343,7d6faea0-5454-11ec-8439-e3025e75ad0e,spacesuit & co.,XS,8115,2021-12-03,S,XS,M,0.15,0.34,0.43,False,space_suit,162,51.0,,35.0,85.0,B,close_application
1459,597705133,c43356c0-1fc5-11ec-af09-e3d898d507b3,spacesuit & co.,S,9700,2021-09-27,S,XS,M,0.21,0.25,0.52,False,space_socks,5’ 4”,110.0,,36.0,30.0,AA,close_application
1460,597705133,c43356c0-1fc5-11ec-af09-e3d898d507b3,spacesuit & co.,XS,4466,2021-09-27,XS,2XS,S,0.09,0.28,0.37,False,space_socks,5’ 4”,110.0,,36.0,30.0,AA,close_application
1461,480142235,218afaf0-2451-11ec-b2fe-2d028f0cf3e3,spacesuit & co.,XL,6104,2021-10-03,L,XL,M,0.24,0.27,0.56,False,space_suit,185.42000000000002,105.0,36.0,40.0,,,got_recommendation
1462,114686966,01751930-4706-11ec-bf13-33374e649228,spacesuit & co.,L,3854,2021-11-16,L,XL,M,0.39,0.47,0.72,False,space_gloves,172,72.0,,44.0,70.0,B,close_application
1463,427049156,10b9c6c0-368a-11ec-9989-0fa60e5e18a5,spacesuit & co.,XS,4466,2021-10-26,XS,2XS,S,0.15,0.18,0.47,False,space_socks,5’ 4”,105.0,,24.0,32.0,C,close_application
1464,869694739,f1e67f30-35f4-11ec-8ea1-db7ae8e118df,spacesuit & co.,XS,6910,2021-10-26,XS,S,2XS,0.08,0.25,0.39,False,space_suit,164,52.0,,27.0,85.0,B,got_recommendation
1465,271501133,0b340cb0-1e20-11ec-846c-ff73c4ddb2a7,spacesuit & co.,S,5450,2021-09-25,S,XS,M,0.28,0.42,0.49,False,space_gloves,5’ 2”,120.0,,40.0,36.0,A,close_application
1466,168376295,f6eb8470-66b0-11ec-b9c6-b92eb91fec6b,spacesuit & co.,S,9952,2021-12-27,XS,S,2XS,0.16,0.17,0.48,False,space_gloves,175,70.0,32.0,19.0,,,close_application
1467,398262179,debe0b90-4b01-11ec-868d-6ff5eee9fade,spacesuit & co.,XL,2316,2021-11-21,XL,L,2XL,0.1,0.46,0.78,False,space_gloves,175,87.0,,35.0,85.0,D,close_application
1468,658717840,f2507000-4889-11ec-afbf-6154d734d933,spacesuit & co.,S,1417,2021-11-18,S,M,XS,0.21,0.25,0.5,False,space_gloves,175,63.0,32.0,15.0,,,got_recommendation
1469,150861056,a0b2a530-3554-11ec-aafd-fda24f30fc66,spacesuit & co.,S,6104,2021-10-25,M,S,L,0.11,0.32,0.47,False,space_suit,178,80.0,35.0,32.0,,,got_recommendation
1470,447217922,94c51480-20c6-11ec-a83a-2b2dd7d82ca3,spacesuit & co.,XL,2941,2021-09-29,XL,L,2XL,0.41,0.46,0.84,False,space_suit,6’ 3”,230.0,40.0,55.0,,,close_application
1471,674617154,4d027bb0-5a73-11ec-9422-136e945dc02d,spacesuit & co.,M,6656,2021-12-11,S,M,XS,0.26,0.38,0.62,False,space_suit,175.26,65.0,29.0,40.0,,,close_application
1472,869685755,3507c7b0-4aae-11ec-bf7d-b3e8811a4ad8,spacesuit & co.,S,7554,2021-11-21,S,XS,M,0.2,0.31,0.48,False,space_gloves,160.02,55.0,,42.0,70.0,B,close_application
1473,594995709,b3fa37b0-4fa9-11ec-aab9-fd6a94c5dee9,spacesuit & co.,L,7554,2021-12-20,L,M,XL,0.23,0.38,0.64,False,space_gloves,167.64000000000001,68.0,,45.0,80.0,E,close_application
1474,394167153,2c127dc0-6175-11ec-b4da-49b6fbd31656,spacesuit & co.,M,5125,2021-12-20,M,S,L,0.03,0.42,0.44,False,space_gloves,182,82.0,30.0,27.0,,,close_application
1475,704802965,9735b820-5062-11ec-81ec-8f04478765ca,spacesuit & co.,M,4407,2021-11-28,S,M,XS,0.19,0.25,0.41,False,space_gloves,165.1,59.0,,55.0,70.0,G,got_recommendation
1476,527474220,f3ab8a00-2428-11ec-9538-152da051e4c9,spacesuit & co.,L,4407,2021-10-03,L,XL,M,0.27,0.4,0.52,False,space_gloves,5’ 7”,165.0,,51.0,36.0,E,got_recommendation
1477,876103290,23eaa840-31b7-11ec-88a8-a79ab238cdeb,spacesuit & co.,M,6448,2021-10-20,M,L,S,0.18,0.41,0.46,False,space_suit,5’ 9”,158.0,30.0,27.0,,,close_application
1478,887266907,d5f93130-4942-11ec-ad38-bfbaff41660d,spacesuit & co.,S,4407,2021-11-19,S,M,XS,0.29,0.4,0.46,False,space_gloves,5’ 2”,122.0,,65.0,36.0,B,close_application
1479,964539207,b705f900-5768-11ec-8e8e-7bae8efdf6e8,spacesuit & co.,M,1384,2021-12-07,S,XS,M,0.26,0.32,0.56,False,space_suit,165,68.0,26.0,45.0,,,got_recommendation
1480,199551353,33f16670-5827-11ec-b9d6-fd29e76ed396,spacesuit & co.,M,2316,2021-12-08,S,M,XS,0.17,0.19,0.52,False,space_gloves,5’ 3”,126.0,,55.0,34.0,C,close_application
1481,433679458,685bb4e0-2f5c-11ec-a34a-01269860daa5,spacesuit & co.,M,6726,2021-10-24,M,L,S,0.31,0.55,0.59,False,space_suit,5’ 3”,140.0,,21.0,36.0,B,close_application
1482,452872583,acaa4650-54ca-11ec-a6cc-174608587dd6,spacesuit & co.,M,5455,2021-12-04,M,S,L,0.21,0.39,0.64,False,space_suit,160,62.0,,21.0,75.0,C,close_application
1483,198069308,5c796000-2f20-11ec-abf4-61401388efb3,spacesuit & co.,XS,6039,2021-10-17,XS,S,2XS,0.19,0.44,0.49,False,space_suit,5’ 7”,130.0,29.0,36.0,,,close_application
1484,140147650,07081340-5b4a-11ec-bfd6-0ff253281e78,spacesuit & co.,S,2900,2021-12-12,M,S,L,0.24,0.3,0.7,False,space_helmet,163,60.0,,53.0,75.0,C,close_application
1485,962104478,85a5c880-506b-11ec-b452-9faa78d290a9,spacesuit & co.,XL,4466,2021-11-28,XL,L,2XL,0.26,0.3,0.84,False,space_socks,5’ 7”,175.0,,52.0,38.0,D,close_application
1486,847100198,78142530-5d91-11ec-a90f-4ddd5d0397de,spacesuit & co.,S,4314,2021-12-15,M,S,L,0.36,0.44,0.53,False,space_gloves,171,83.0,32.0,41.0,,,got_recommendation
1487,291381629,3ceae060-3a60-11ec-b433-5b88db169549,spacesuit & co.,M,5420,2021-10-31,M,S,L,0.21,0.35,0.47,False,space_gloves,5’ 9”,180.0,34.0,41.0,,,close_application
1488,492704891,a4b23060-5390-11ec-80a0-5b2c870cee8d,spacesuit & co.,M,1273,2021-12-02,,,,,,,True,space_underwear,170.18,84.0,66.0,34.0,,,close_application
1489,900211488,d4f85100-1e16-11ec-8a6d-b7ade27ffdc7,spacesuit & co.,L,5463,2021-09-25,M,L,S,0.28,0.41,0.56,False,space_suit,182.88,82.0,38.0,35.0,,,close_application
